Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Source_Playlist,Artist1,Artist2,Artist3,Artist4,Artist5,Artist6
spotify:track:3h6tBbdWOYlXyZwsa7pzps,Ola - Acoustic version,Ola (Acoustic version),Ktyb,2020-09-04,325653,24,False,,1970-01-01T00:00:00Z,arabic hip hop,More Than Most,0.542,0.691,4,-10.059,1,0.231,0.854,2.39e-05,0.385,0.508,98.267,4,ktyb_mix,Ktyb,,,,,
spotify:track:0d1dGOyQ6IRdMB27pNFSFl,Zin Ezzin,Zin Ezzin,JenJoon,2024-07-09,188502,43,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",JenJoon,0.737,0.478,6,-12.099,0,0.0433,0.637,0.000806,0.262,0.57,144.068,4,ktyb_mix,JenJoon,,,,,
spotify:track:6DTfaZr5t4Ab32OrmTlhTJ,MANNENI,MANNENI,"Ktyb,Feddini",2023-08-17,240000,29,True,,1970-01-01T00:00:00Z,arabic hip hop,LOBSTERS PROD,0.461,0.614,6,-7.988,0,0.268,0.465,0.0,0.16,0.547,83.339,4,ktyb_mix,Ktyb,Feddini,,,,
spotify:track:0CIRyITPfN5eSIaZY1wI1A,Omniyet,Ellil,JenJoon,2019-01-03,209815,40,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",Bazar,0.783,0.567,11,-10.573,1,0.0543,0.204,0.00182,0.117,0.244,138.919,4,ktyb_mix,JenJoon,,,,,
spotify:track:26p0MYvyRBJY11Aa3jlYfA,INTRO,NOISE CANCELLING,"Ktyb,John Six",2022-03-26,129733,27,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",3539724 Records DK2,0.609,0.678,10,-7.815,0,0.463,0.366,0.0,0.122,0.82,138.762,4,ktyb_mix,Ktyb,John Six,,,,
spotify:track:4PkGuK0DZgyVtABF2Ns7Fk,Parasite,Parasite,JenJoon,2019-12-03,208629,37,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",Bazar,0.832,0.711,6,-7.48,1,0.1,0.426,0.0,0.128,0.638,131.95,4,ktyb_mix,JenJoon,,,,,
spotify:track:3KydZRmRUVZM7XfttmpM6p,LEARN YOUR LESSON,NOISE CANCELLING,"Ktyb,John Six",2022-03-26,197318,26,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",3539724 Records DK2,0.78,0.678,0,-7.486,0,0.239,0.0686,2.53e-06,0.142,0.389,108.044,5,ktyb_mix,Ktyb,John Six,,,,
spotify:track:4Hy4WjXaIyg60X9QSEeG3U,FIJIBI,EASTCOASTSTORY: lifestyles,COSMIC,2021-09-08,226425,39,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Cosmic,0.832,0.526,9,-8.597,1,0.0791,0.227,0.0,0.066,0.633,121.021,4,ktyb_mix,COSMIC,,,,,
spotify:track:7BAjrGzKveJExV5c18pm2g,RAHEEB,No Doubt II,"Ktyb,Feddini",2019-12-20,208000,26,True,,1970-01-01T00:00:00Z,arabic hip hop,3539724 Records DK2,0.56,0.713,5,-8.02,0,0.377,0.0763,0.000142,0.0644,0.774,165.052,4,ktyb_mix,Ktyb,Feddini,,,,
spotify:track:5vk8TZOvByBqXxceYsuubo,Buy or Bye,M9ass Ennar,Stou,2024-02-14,147600,40,False,,1970-01-01T00:00:00Z,arabic hip hop,RR3D Records,0.807,0.673,11,-8.131,1,0.314,0.287,0.0,0.271,0.577,148.019,4,ktyb_mix,Stou,,,,,
spotify:track:1IWlR9Ld9K2teqAiJGpCzn,Ghazali,Ghazali,"Ktyb,John Six,NORDO",2025-01-17,247067,38,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop,raï",LOBSTERS PROD,0.693,0.64,10,-5.062,0,0.172,0.254,0.0,0.184,0.571,150.014,4,ktyb_mix,Ktyb,John Six,NORDO,,,
spotify:track:1RjZ14m5vJCa47WDmM2RHD,Mel Galb,Mel Galb,JenJoon,2024-01-18,225472,35,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",JenJoon,0.736,0.568,1,-10.818,0,0.142,0.0151,0.00983,0.102,0.441,164.045,4,ktyb_mix,JenJoon,,,,,
spotify:track:4v3zdnMtYc4YmYsb7GeIhN,JRAD,NOISE CANCELLING,"Ktyb,John Six",2022-03-26,196636,28,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",3539724 Records DK2,0.541,0.508,6,-7.98,0,0.413,0.155,0.0,0.107,0.38,147.474,4,ktyb_mix,Ktyb,John Six,,,,
spotify:track:3Y6NRw8kCkZxMfWDXA4auF,S3ib,S3ib,A.L.A,2023-06-08,219498,53,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",A.L.A,0.805,0.609,9,-8.171,1,0.191,0.297,0.0,0.0817,0.207,140.134,4,ktyb_mix,A.L.A,,,,,
spotify:track:7umNWBHF2bIb7cZ7jRQ5Qs,Tournevis,Mixtape Vol. 2,Ktyb,2020-07-30,192513,23,True,,1970-01-01T00:00:00Z,arabic hip hop,More Than Most,0.684,0.482,5,-9.149,1,0.0782,0.0794,0.000567,0.323,0.216,89.929,4,ktyb_mix,Ktyb,,,,,
spotify:track:5EhKONas7TACHTsQfBJDmE,U Changed,Age Began Counting,4lfa,2019-07-07,205844,35,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",4LFA,0.53,0.451,1,-12.149,1,0.311,0.332,0.000201,0.108,0.291,167.705,4,ktyb_mix,4lfa,,,,,
spotify:track:5MnAi1FrX04lniznSeNAF6,Denya Asbeb,Mixtape Vol. 2,"Ktyb,4lfa",2020-07-30,384704,31,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",More Than Most,0.647,0.52,8,-7.144,0,0.176,0.475,0.00012,0.0916,0.234,82.203,4,ktyb_mix,Ktyb,4lfa,,,,
spotify:track:2zBa6kc9DRkEIs763mwdYz,Shweraa Tafia,Shweraa Tafia,"JenJoon,4lfa",2020-04-18,219288,38,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap,moroccan pop",JenJoon,0.756,0.654,4,-7.23,0,0.055,0.542,0.000817,0.141,0.439,100.996,4,ktyb_mix,JenJoon,4lfa,,,,
spotify:track:75RGZKqlqod4HVNz79kDwR,SOFIA,SOFIA,"Ktyb,GAL3Y",2025-06-27,228837,40,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",LOBSTERS PROD,0.744,0.834,10,-3.76,0,0.172,0.0247,0.0383,0.0884,0.695,95.025,4,ktyb_mix,Ktyb,GAL3Y,,,,
spotify:track:11O6ikixkowKC82qtUwIgH,3eres edhib,3eres edhib,Naqqa,2022-05-04,168000,29,False,,1970-01-01T00:00:00Z,arabic hip hop,El Distro Network,0.669,0.588,10,-9.451,0,0.0363,0.0199,7.61e-06,0.145,0.632,95.996,4,ktyb_mix,Naqqa,,,,,
spotify:track:3s7ZOt8GZzwqb4DbFZ7ilG,Masajin,Masajin,Junior Hassen,2023-05-18,220704,47,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Junior Hassen,0.838,0.474,11,-12.814,0,0.343,0.792,0.0,0.0697,0.67,86.993,4,ktyb_mix,Junior Hassen,,,,,
spotify:track:6VDOXsZyu9f9ueKQR5Oaw2,Filfel Msayell,Mixtape Vol. 2,Ktyb,2020-07-30,182273,24,True,,1970-01-01T00:00:00Z,arabic hip hop,More Than Most,0.736,0.433,9,-12.305,0,0.317,0.145,9.43e-05,0.173,0.68,90.045,4,ktyb_mix,Ktyb,,,,,
spotify:track:0KRZ1tvpsuaPdSUvPskdCW,Maktoub,Balance,A.L.A,2022-09-30,194095,49,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",A.L.A,0.829,0.531,0,-9.573,1,0.0658,0.69,0.0,0.105,0.523,94.005,4,ktyb_mix,A.L.A,,,,,
spotify:track:7urJ6tAEulqGyOeuyWdbUK,ANAMAN,NOISE CANCELLING,"Ktyb,John Six",2022-03-26,182982,28,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",3539724 Records DK2,0.588,0.693,2,-6.493,1,0.345,0.0387,0.0,0.159,0.637,138.224,4,ktyb_mix,Ktyb,John Six,,,,
spotify:track:0OFc8Cf04YnodeWjsGRFAL,Rachklou,RISE OF A GANG,"Brotherhood Family,4lfa,Stou",2021-12-28,163562,28,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Black Hoodie Club,0.842,0.494,8,-9.736,1,0.354,0.0288,3.02e-06,0.22,0.475,130.034,4,ktyb_mix,Brotherhood Family,4lfa,Stou,,,
spotify:track:6GUD9B0s9OvGYyVPNj2BJV,Requin,RISE OF A GANG,"Brotherhood Family,4lfa,Ta9chira,Ktyb",2021-12-28,258010,33,True,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",Black Hoodie Club,0.77,0.493,11,-9.2,0,0.296,0.0666,0.0,0.545,0.463,120.011,4,ktyb_mix,Brotherhood Family,4lfa,Ta9chira,Ktyb,,
spotify:track:4X168iMrm9b87RamMluLB9,AIINA,AIINA,A.L.A,2024-04-26,191020,49,False,,1970-01-01T00:00:00Z,"arabic hip hop,moroccan rap",A.L.A,0.699,0.455,2,-9.778,0,0.187,0.777,1.04e-05,0.119,0.384,98.084,4,ktyb_mix,A.L.A,,,,,
spotify:track:47H3IaG4ck7bJtKomngrOc,CHIKOUR,CHIKOUR,Fossa,2025-07-13,132033,7,True,jg7a0256u4643jn4y80wz3tsg,2025-07-13T00:43:49Z,arabic hip hop,Pas Comme Eux Records,0.734,0.92,6,-5.958,1,0.285,0.0442,0.0,0.159,0.707,148.038,4,top_50__tunisia,Fossa,,,,,
spotify:track:1uwk2bUhgscyDt1zhzmX3T,HET,HET,"M.A,Gharga",2025-07-13,166791,3,True,jg7a0256u4643jn4y80wz3tsg,2025-07-13T00:45:47Z,,Pas Comme Eux Records,0.68,0.651,1,-7.711,1,0.307,0.288,4.56e-05,0.366,0.35,140.041,4,top_50__tunisia,M.A,Gharga,,,,
spotify:track:0iglCtjGjGadXLdhhmslAr,RISE,RISE,Fossa,2025-07-03,132451,7,True,jg7a0256u4643jn4y80wz3tsg,2025-07-04T20:04:33Z,arabic hip hop,Pas Comme Eux Records,0.594,0.604,0,-10.015,1,0.0621,0.0359,0.0,0.339,0.299,138.148,4,top_50__tunisia,Fossa,,,,,
spotify:track:27o6mr7pCY9QWHExWraoNu,CHED ROUTE,CHED ROUTE,"HTB,XIIVI,Catcher,OXYJHIN",2025-07-05,161144,29,True,jg7a0256u4643jn4y80wz3tsg,2025-07-04T23:01:05Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.793,0.449,9,-11.568,0,0.172,0.198,0.000114,0.116,0.312,140.027,4,top_50__tunisia,HTB,XIIVI,Catcher,OXYJHIN,,
spotify:track:57kchyE9p8tHjBfS9lvj29,CANADA,CANADA,"7Baby,90s Shawty",2025-07-04,144003,11,False,jg7a0256u4643jn4y80wz3tsg,2025-07-04T20:04:46Z,arabic hip hop,Pas Comme Eux Records,0.47,0.498,1,-11.889,1,0.406,0.194,0.0,0.181,0.12,80.007,4,top_50__tunisia,7Baby,90s Shawty,,,,
spotify:track:58FXa8WhYsA5qbjyyIe9de,YALLA,YALLA,M.A,2025-06-28,143568,2,True,jg7a0256u4643jn4y80wz3tsg,2025-06-28T03:26:18Z,,Pas Comme Eux Records,0.89,0.502,11,-13.604,0,0.157,0.373,0.0,0.0816,0.882,148.072,4,top_50__tunisia,M.A,,,,,
spotify:track:0ijxnBfr0CRg32JX6UQtg0,KING VON,KING VON,Fossa,2025-06-08,114360,5,True,jg7a0256u4643jn4y80wz3tsg,2025-06-21T16:32:39Z,arabic hip hop,Pas Comme Eux Records,0.743,0.362,0,-15.805,1,0.271,0.00213,0.0,0.377,0.425,158.108,4,top_50__tunisia,Fossa,,,,,
spotify:track:0MmqnthL8XWnLvh29jhyhd,Ghosted,PLUG LIFE,Wingz,2025-06-06,130048,15,True,jg7a0256u4643jn4y80wz3tsg,2025-06-21T16:33:18Z,arabic hip hop,Pas Comme Eux Records,0.821,0.412,1,-11.28,1,0.228,0.102,0.0,0.123,0.453,144.091,4,top_50__tunisia,Wingz,,,,,
spotify:track:7hikBtjiAy8rb2a4WHQjtC,RACHMET,RACHMET,"HTB,OXYJHIN",2025-06-07,124235,7,True,jg7a0256u4643jn4y80wz3tsg,2025-06-21T16:34:06Z,,Pas Comme Eux Records,0.685,0.364,7,-15.092,1,0.514,0.0762,0.0,0.0775,0.506,169.96,4,top_50__tunisia,HTB,OXYJHIN,,,,
spotify:track:41i1YZEMADC66u0XonU7Be,EMPTY NESS,ROBUCHON'S JAM,Fossa,2025-05-25,131860,3,True,jg7a0256u4643jn4y80wz3tsg,2025-05-25T00:46:11Z,arabic hip hop,Pas Comme Eux Records,0.778,0.341,1,-12.226,1,0.382,0.534,0.0,0.124,0.605,134.148,4,top_50__tunisia,Fossa,,,,,
spotify:track:0WuMAfpNj8MA1KLseR2x3m,ILLEST IN THE CITY,ROBUCHON'S JAM,Fossa,2025-05-25,115774,2,True,jg7a0256u4643jn4y80wz3tsg,2025-05-25T00:46:11Z,arabic hip hop,Pas Comme Eux Records,0.818,0.441,7,-12.272,1,0.186,0.156,0.0,0.137,0.449,139.061,4,top_50__tunisia,Fossa,,,,,
spotify:track:6YnrldYuULhAH5vxUhDfEN,JAD ALIK,JAD ALIK,HTB,2025-05-25,128000,5,True,jg7a0256u4643jn4y80wz3tsg,2025-05-25T00:46:23Z,,Pas Comme Eux Records,0.718,0.636,8,-13.444,1,0.204,0.0909,0.0,0.143,0.333,90.04,4,top_50__tunisia,HTB,,,,,
spotify:track:3NeUedmnEhMoaKkGZCLMv7,Plugged In,PLUG LIFE,Wingz,2025-06-06,140677,17,True,jg7a0256u4643jn4y80wz3tsg,2025-06-21T16:33:18Z,arabic hip hop,Pas Comme Eux Records,0.814,0.549,2,-7.318,1,0.095,0.382,0.0,0.343,0.366,123.112,4,top_50__tunisia,Wingz,,,,,
spotify:track:6Y5hf0rFAetR2I8NTEmAZm,MELODIC PAIN,ROBUCHON'S JAM,Fossa,2025-05-25,138067,2,True,jg7a0256u4643jn4y80wz3tsg,2025-05-25T00:46:11Z,arabic hip hop,Pas Comme Eux Records,0.711,0.544,11,-11.751,0,0.171,0.0564,0.0,0.172,0.577,129.921,4,top_50__tunisia,Fossa,,,,,
spotify:track:61X2ge6w4FwvsN45APGOAp,LEZEM,ROBUCHON'S JAM,Fossa,2025-05-25,155096,3,True,jg7a0256u4643jn4y80wz3tsg,2025-05-25T00:46:11Z,arabic hip hop,Pas Comme Eux Records,0.751,0.454,11,-14.179,1,0.473,0.0351,0.0,0.103,0.526,133.934,4,top_50__tunisia,Fossa,,,,,
spotify:track:5GLuZ9LLCNOmY3Yzucrbo6,OBITO,OBITO,"DACHI,Catcher",2025-05-24,149649,6,True,jg7a0256u4643jn4y80wz3tsg,2025-05-24T02:01:28Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.601,0.553,7,-7.96,1,0.074,0.0685,1.74e-05,0.165,0.0755,155.013,4,top_50__tunisia,DACHI,Catcher,,,,
spotify:track:4IazLod2FiF7k7a8dxodKs,7100,7100,Fossa,2025-05-16,135562,5,True,jg7a0256u4643jn4y80wz3tsg,2025-05-16T11:57:24Z,arabic hip hop,Pas Comme Eux Records,0.844,0.552,0,-13.421,1,0.223,0.000683,0.0,0.229,0.749,130.056,4,top_50__tunisia,Fossa,,,,,
spotify:track:41np4RPv6tXk7WF49ta6Uo,Couscous Connection,Couscous Connection,Wingz,2025-05-16,150480,19,True,jg7a0256u4643jn4y80wz3tsg,2025-05-16T11:57:39Z,arabic hip hop,Pas Comme Eux Records,0.564,0.676,1,-8.997,1,0.368,0.383,0.0,0.107,0.713,82.927,4,top_50__tunisia,Wingz,,,,,
spotify:track:1PTx9R8Um5PtgnFJYFXo5k,بحر,بحر,"7Baby,90s Shawty",2025-05-09,152812,9,False,jg7a0256u4643jn4y80wz3tsg,2025-05-09T08:59:21Z,arabic hip hop,Pas Comme Eux Records,0.375,0.336,2,-11.434,0,0.0527,0.455,0.0,0.308,0.302,75.909,3,top_50__tunisia,7Baby,90s Shawty,,,,
spotify:track:0J8gy2NyKpu5mL6ssR2LNr,Crash Out,Crash Out,Wingz,2025-05-09,156004,12,True,jg7a0256u4643jn4y80wz3tsg,2025-05-09T08:59:34Z,arabic hip hop,Pas Comme Eux Records,0.831,0.555,0,-6.666,0,0.0452,0.0374,0.0,0.149,0.483,124.049,4,top_50__tunisia,Wingz,,,,,
spotify:track:76JWZKHRQGRwZG12zMvOzo,1221,1221,Fossa,2025-04-27,208701,2,False,jg7a0256u4643jn4y80wz3tsg,2025-05-01T15:39:07Z,arabic hip hop,Pas Comme Eux Records,0.478,0.688,11,-11.007,0,0.276,0.00265,0.0,0.259,0.735,155.541,4,top_50__tunisia,Fossa,,,,,
spotify:track:34rGia6LCXb8EJa3oKI3vh,Napoli,Napoli,Wingz,2025-05-02,118591,11,True,jg7a0256u4643jn4y80wz3tsg,2025-05-02T00:24:05Z,arabic hip hop,Pas Comme Eux Records,0.717,0.583,8,-9.165,1,0.319,0.129,0.0,0.753,0.776,143.905,4,top_50__tunisia,Wingz,,,,,
spotify:track:4vphJCOvPFKIdPtTFN2tew,Ferrero Rocher,Ferrero Rocher,DvrkBoy,2025-04-27,160972,6,False,jg7a0256u4643jn4y80wz3tsg,2025-05-01T15:38:53Z,arabic hip hop,Pas Comme Eux Records,0.538,0.674,9,-8.826,0,0.294,0.324,0.0,0.134,0.478,89.496,4,top_50__tunisia,DvrkBoy,,,,,
spotify:track:5lLUKTHuQ5njkkCNRBcVrP,Highway 2 Hell,NONCHALANT,Wingz,2025-04-25,85370,8,True,jg7a0256u4643jn4y80wz3tsg,2025-04-25T00:01:54Z,arabic hip hop,Pas Comme Eux Records,0.69,0.66,5,-7.071,0,0.0794,0.0497,0.000249,0.202,0.107,135.146,4,top_50__tunisia,Wingz,,,,,
spotify:track:7eaAvwT3Gf5F6cpFClstBy,GTO,GTO,"DACHI,Catcher",2025-04-18,176033,9,False,jg7a0256u4643jn4y80wz3tsg,2025-04-25T00:02:20Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.742,0.619,11,-8.015,1,0.0687,0.102,0.000262,0.192,0.659,143.006,4,top_50__tunisia,DACHI,Catcher,,,,
spotify:track:4xGDB5H8SXxNIQ5oFetUgl,flashforward,missing archives (deluxe edition),Wingz,2025-04-20,127586,3,True,jg7a0256u4643jn4y80wz3tsg,2025-04-25T00:01:09Z,arabic hip hop,Pas Comme Eux Records,0.651,0.704,11,-6.871,1,0.195,0.312,0.0,0.33,0.183,96.003,4,top_50__tunisia,Wingz,,,,,
spotify:track:7qWU5DL2RMdEka8WbJ9sKF,KWIKA,KWIKA,HTB,2025-04-10,164571,11,False,jg7a0256u4643jn4y80wz3tsg,2025-04-10T19:47:15Z,,Pas Comme Eux Records,0.749,0.533,1,-8.572,1,0.214,0.017,0.0,0.0597,0.312,87.742,4,top_50__tunisia,HTB,,,,,
spotify:track:6uztRPUv6sSaRAmy1QWON6,Kimbo Slice,PROPAGANDA (DELUXE),Wingz,2025-04-20,103331,14,True,jg7a0256u4643jn4y80wz3tsg,2025-04-25T00:01:31Z,arabic hip hop,Pas Comme Eux Records,0.852,0.486,1,-9.974,1,0.381,0.0907,0.0,0.0775,0.282,100.024,4,top_50__tunisia,Wingz,,,,,
spotify:track:5dbRBST4m5LhsqvHJ7SHgO,ABC,ABC,Fossa,2025-04-11,163235,3,False,jg7a0256u4643jn4y80wz3tsg,2025-04-11T09:27:56Z,arabic hip hop,Pas Comme Eux Records,0.742,0.511,11,-9.407,1,0.41,0.329,0.0,0.397,0.568,102.016,4,top_50__tunisia,Fossa,,,,,
spotify:track:2RCMOWpzuHfQX1RQT9EuDE,P2YP,MOSHPITTAPE VOL 1,"666GNG,Wingz",2025-04-10,162307,9,True,jg7a0256u4643jn4y80wz3tsg,2025-04-10T10:08:25Z,arabic hip hop,Pas Comme Eux Records,0.729,0.769,9,-6.775,1,0.214,0.355,0.0,0.396,0.751,90.048,4,top_50__tunisia,666GNG,Wingz,,,,
spotify:track:5hXxhuWBE2sgINdjmwd237,Streets Know,PROPAGANDA,Wingz,2025-03-20,100163,6,True,jg7a0256u4643jn4y80wz3tsg,2025-03-26T23:14:24Z,arabic hip hop,Pas Comme Eux Records,0.871,0.563,9,-10.444,1,0.256,0.0542,0.0,0.102,0.493,161.98,4,top_50__tunisia,Wingz,,,,,
spotify:track:5PIUhnezc5Rthv8aDjFwrI,SMS,SMS,"Ratacid,Wingz,Donga",2025-04-11,160078,6,False,jg7a0256u4643jn4y80wz3tsg,2025-04-11T09:27:42Z,arabic hip hop,Pas Comme Eux Records,0.359,0.731,4,-8.725,0,0.128,0.0275,0.0,0.115,0.271,168.19,4,top_50__tunisia,Ratacid,Wingz,Donga,,,
spotify:track:70gFB6liSojfa7ZAFdkvL1,DECEMBER,DECEMBER,"7Baby,R2LF5",2025-03-14,168000,5,False,jg7a0256u4643jn4y80wz3tsg,2025-03-14T21:40:21Z,arabic hip hop,Pas Comme Eux Records,0.65,0.412,0,-9.946,1,0.0277,0.558,0.0,0.333,0.224,119.999,3,top_50__tunisia,7Baby,R2LF5,,,,
spotify:track:7DMicvc7q69YD5uMVQCUpe,Poids Lourd,Poids Lourd,Fossa,2025-03-13,169115,1,True,jg7a0256u4643jn4y80wz3tsg,2025-03-14T21:40:39Z,arabic hip hop,Pas Comme Eux Records,0.946,0.301,8,-11.906,1,0.245,0.0092,0.0,0.0964,0.0697,120.001,4,top_50__tunisia,Fossa,,,,,
spotify:track:31qFKlTKoBQVIQy2GwBnry,MIA KHALIFA,MIA KHALIFA,Wingz,2025-03-13,147961,17,False,jg7a0256u4643jn4y80wz3tsg,2025-03-14T21:40:51Z,arabic hip hop,Pas Comme Eux Records,0.897,0.639,2,-8.571,1,0.517,0.283,0.0,0.112,0.831,147.998,4,top_50__tunisia,Wingz,,,,,
spotify:track:6AffPN2dj3dKFx9mJYjGyO,Be Careful 2,Be Careful 2,"DvrkBoy,Catcher",2025-02-19,204341,3,True,jg7a0256u4643jn4y80wz3tsg,2025-02-19T10:03:05Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.87,0.532,1,-6.547,1,0.219,0.14,0.0,0.187,0.64,90.032,4,top_50__tunisia,DvrkBoy,Catcher,,,,
spotify:track:4sDjY390DTz8SkmdqYyDBe,DISTANCE,DISTANCE,"DvrkBoy,Catcher",2025-02-16,188687,5,False,jg7a0256u4643jn4y80wz3tsg,2025-02-16T00:12:23Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.796,0.429,4,-9.627,0,0.426,0.106,0.0,0.104,0.149,145.002,4,top_50__tunisia,DvrkBoy,Catcher,,,,
spotify:track:1FhGkjwAXbE43CpOd6lcEw,DAMAGE,DAMAGE,"7Baby,Catcher",2025-02-14,214192,8,False,jg7a0256u4643jn4y80wz3tsg,2025-02-14T00:55:38Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.465,0.386,6,-9.195,1,0.194,0.202,0.0,0.0889,0.242,92.994,4,top_50__tunisia,7Baby,Catcher,,,,
spotify:track:1Xeq6VQ23LXou5n5d90HHh,Dead Faces,PROPAGANDA,Wingz,2025-03-20,161899,5,True,jg7a0256u4643jn4y80wz3tsg,2025-03-26T23:14:24Z,arabic hip hop,Pas Comme Eux Records,0.675,0.502,10,-9.299,0,0.165,0.693,0.0,0.145,0.651,150.254,4,top_50__tunisia,Wingz,,,,,
spotify:track:6RVfIpT9zuHcK6MyUSKsqt,L.M.O.R,MORPH,Snoopy the highest,2025-02-14,145600,0,True,jg7a0256u4643jn4y80wz3tsg,2025-02-14T00:56:27Z,,Pas Comme Eux Records,0.55,0.699,9,-8.943,1,0.0767,0.0248,0.0,0.529,0.364,149.994,4,top_50__tunisia,Snoopy the highest,,,,,
spotify:track:0KbxIYsHpLnGuLJAQZ0lbj,FLOUS W SAHA,NICE CATCH,Fossa,2025-02-07,192461,1,True,jg7a0256u4643jn4y80wz3tsg,2025-02-07T00:14:35Z,arabic hip hop,Pas Comme Eux Records,0.794,0.437,10,-11.814,1,0.113,0.0224,9.9e-06,0.103,0.318,130.043,4,top_50__tunisia,Fossa,,,,,
spotify:track:6bv4lAUat2c4kUs5155MGD,3021,3021,Wingz,2025-02-01,155917,11,True,jg7a0256u4643jn4y80wz3tsg,2025-02-01T23:18:17Z,arabic hip hop,Pas Comme Eux Records,0.864,0.237,1,-10.142,1,0.518,0.00212,8.84e-06,0.104,0.281,154.013,4,top_50__tunisia,Wingz,,,,,
spotify:track:2fTUmjTpoDhoAsTx1h7LXT,APEX,HOOKLESS,Fossa,2025-01-17,125783,1,True,jg7a0256u4643jn4y80wz3tsg,2025-01-16T23:30:18Z,arabic hip hop,Pas Comme Eux Records,0.755,0.351,7,-13.008,0,0.36,0.0466,0.0,0.116,0.408,135.218,4,top_50__tunisia,Fossa,,,,,
spotify:track:5IMrSYRaHBLkAxxsVgay06,VICE CITY,VICE CITY,"DACHI,7Baby,Catcher",2025-01-25,213697,7,True,jg7a0256u4643jn4y80wz3tsg,2025-01-30T15:28:41Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.797,0.498,6,-7.81,0,0.278,0.166,2.32e-05,0.0451,0.241,146.007,4,top_50__tunisia,DACHI,7Baby,Catcher,,,
spotify:track:58HKSIBGIzwjpwDucALvy1,CHARISMA,CHARISMA,"DvrkBoy,Catcher",2025-01-25,176124,3,True,jg7a0256u4643jn4y80wz3tsg,2025-01-30T15:28:57Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.871,0.567,9,-7.341,1,0.158,0.244,0.0,0.106,0.298,119.995,4,top_50__tunisia,DvrkBoy,Catcher,,,,
spotify:track:6gayHeHsbVxt6jFfVEmRZD,Ktebi,Hybrid,"A.L.A,RARE",2024-10-30,155675,32,False,jg7a0256u4643jn4y80wz3tsg,2024-11-07T23:09:20Z,"arabic hip hop,moroccan rap",Universal Music MENA Distributed Labels,0.733,0.569,1,-10.014,0,0.395,0.316,3.44e-06,0.108,0.351,147.805,4,top_50__tunisia,A.L.A,RARE,,,,
spotify:track:0pF9P4ubs7y3xLP11uejW7,KARMA,KARMA,"7Baby,Catcher",2025-01-10,156798,13,True,jg7a0256u4643jn4y80wz3tsg,2025-01-10T00:49:13Z,"arabic hip hop,moroccan rap",Pas Comme Eux Records,0.688,0.448,1,-10.719,1,0.192,0.505,4.39e-05,0.126,0.407,150.02,4,top_50__tunisia,7Baby,Catcher,,,,
spotify:track:7mmDB3Vq1ApJdpLLrzc7x1,CHEF,CHEF,DvrkBoy,2025-01-06,161876,5,True,jg7a0256u4643jn4y80wz3tsg,2025-01-06T15:20:53Z,arabic hip hop,Pas Comme Eux Records,0.852,0.797,6,-6.133,0,0.302,0.0158,0.0,0.21,0.275,152.936,4,top_50__tunisia,DvrkBoy,,,,,
spotify:track:1NloMLLogYkHrEhnSEO2AY,Plug Freestyle - Remastered 2025,BOOTCAMP DELUXE,"Wingz,Explicite",2025-01-11,108500,5,True,jg7a0256u4643jn4y80wz3tsg,2025-01-10T23:14:32Z,arabic hip hop,Pas Comme Eux Records,0.888,0.787,11,-8.213,1,0.336,0.000196,0.0,0.0978,0.0706,81.055,4,top_50__tunisia,Wingz,Explicite,,,,
